Detalle Orden, Numero Orden, Producto ID, Linea Total, Cantidad, Descuento, Precio Unitario, Ganancia
444,CA-2016-115756,1158,91.36,4,0,22.84,42.0256
445,CA-2016-115756,91,242.94,3,0,80.98,29.1528
446,CA-2016-115756,963,22.05,7,0,3.15,10.584
447,CA-2017-154214,144,2.91,1,0,2.91,1.3677
448,CA-2016-166674,489,59.52,3,0,19.84,15.4752
449,CA-2016-166674,1341,161.94,3,0,53.98,9.7164
450,CA-2016-166674,537,263.88,6,0,43.98,71.2476
451,CA-2016-166674,570,30.48,3,0,10.16,7.9248
452,CA-2016-166674,635,9.84,3,0,3.28,2.8536
453,CA-2016-166674,1767,35.12,4,0,8.78,9.1312
454,CA-2017-147277,329,284.364,2,0.4,236.97,-75.8304
455,CA-2017-147277,1298,665.408,2,0.2,415.88,66.5408
456,CA-2016-100153,1508,63.88,4,0,15.97,24.9132
457,US-2014-110674,52,129.568,2,0.2,80.98,-24.294
458,US-2016-157945,89,747.558,3,0.3,355.98,-96.1146
459,US-2016-157945,858,8.928,2,0.2,5.58,3.348
460,CA-2015-109638,427,103.92,4,0,25.98,36.372
461,CA-2015-109638,1587,899.91,9,0,99.99,377.9622
462,CA-2015-109638,680,51.312,3,0.2,21.38,18.6006
463,CA-2016-109869,138,23.56,5,0.2,5.89,7.068
464,CA-2016-109869,337,1272.63,6,0.5,424.21,-814.4832
465,CA-2016-109869,652,28.485,5,0.7,18.99,-20.889
466,CA-2016-109869,1445,185.376,2,0.2,115.86,-34.758
467,CA-2016-109869,431,78.272,2,0.2,48.92,5.8704
468,US-2015-101399,241,254.744,7,0.6,90.98,-312.0614
469,CA-2017-154907,24,205.3328,2,0.32,150.98,-36.2352
470,US-2016-100419,730,4.788,3,0.8,7.98,-7.9002
471,CA-2015-154144,1249,55.48,1,0,55.48,26.6304
472,CA-2014-144666,1379,340.92,3,0,113.64,3.4092
473,CA-2014-144666,10,222.666,2,0.15,130.98,10.4784
474,CA-2014-144666,1785,703.968,4,0.2,219.99,87.996
475,CA-2014-144666,1335,92.52,6,0,15.42,24.9804
476,CA-2014-144666,1107,62.65,7,0,8.95,28.819
477,CA-2014-144666,1220,94.85,5,0,18.97,45.528
478,CA-2016-103891,1685,95.76,6,0.2,19.95,7.182
479,CA-2016-152632,233,40.2,3,0,13.4,19.296
480,CA-2016-100790,567,14.7,5,0,2.94,6.615
481,CA-2016-100790,1315,704.25,5,0,140.85,84.51
482,CA-2014-134677,1497,9.09,3,0,3.03,1.9089
483,CA-2014-127691,543,5.96,2,0,2.98,1.6688
484,CA-2014-127691,1536,159.98,2,0,79.99,57.5928
485,CA-2017-140963,997,29.6,2,0,14.8,14.8
486,CA-2017-140963,7,514.165,5,0.15,120.98,-30.245
487,CA-2017-140963,1748,279.96,5,0.2,69.99,17.4975
488,CA-2014-154627,1721,2735.952,6,0.2,569.99,341.994
489,CA-2014-133753,1693,7.992,1,0.2,9.99,0.5994
490,CA-2014-133753,1466,63.984,2,0.2,39.99,10.3974
491,CA-2014-133753,537,70.368,2,0.2,43.98,6.1572
492,CA-2014-113362,1355,449.15,5,0,89.83,8.983
493,CA-2014-113362,889,11.07,3,0,3.69,5.0922
494,CA-2016-169166,1484,93.98,2,0,46.99,13.1572
495,US-2016-120929,335,189.882,3,0.4,105.49,-94.941
496,CA-2015-134782,859,105.42,2,0,52.71,51.6558
497,CA-2016-126158,741,119.616,8,0.2,18.69,40.3704
498,CA-2016-126158,312,255.76,4,0,63.94,81.8432
499,CA-2016-126158,93,241.568,2,0.2,150.98,18.1176
500,CA-2016-126158,139,69.3,9,0,7.7,22.869
501,US-2016-105578,706,22.62,2,0.7,37.7,-15.08
502,US-2016-105578,705,14.952,2,0.7,24.92,-11.9616
503,US-2016-105578,68,801.568,2,0.2,500.98,50.098
504,US-2016-105578,669,2.376,3,0.7,2.64,-1.9008
505,US-2016-105578,1045,32.792,1,0.2,40.99,11.8871
506,CA-2017-134978,767,15.92,5,0.2,3.98,5.373
507,CA-2015-145352,526,2.74,1,0,2.74,0.7398
508,CA-2015-145352,602,8.34,3,0,2.78,2.1684
509,CA-2015-145352,1332,46.74,3,0,15.58,11.685
510,CA-2015-145352,777,6354.95,5,0,1270.99,3177.475
511,CA-2017-135307,180,126.3,3,0,42.1,40.416
512,CA-2017-135307,1531,38.04,2,0,19.02,12.1728
513,CA-2016-106341,543,7.152,3,0.2,2.98,0.7152
514,CA-2017-163405,600,6.63,3,0,2.21,1.7901
515,CA-2017-163405,514,5.88,2,0,2.94,1.7052
516,CA-2017-127432,1611,2999.95,5,0,599.99,1379.977
517,CA-2017-127432,1414,51.45,3,0,17.15,13.8915
518,CA-2017-127432,1118,11.96,2,0,5.98,5.382
519,CA-2017-127432,1413,1126.02,3,0,375.34,56.301
520,CA-2015-157812,1463,18.392,1,0.2,22.99,5.2877
521,CA-2015-157812,1316,129.568,2,0.2,80.98,-25.9136
522,CA-2015-157812,649,14.112,9,0.8,7.84,-21.168
523,CA-2017-145142,335,210.98,2,0,105.49,21.098
524,US-2016-139486,1813,55.176,3,0.2,22.99,-12.4146
525,US-2016-139486,1570,66.26,2,0,33.13,27.1666
526,CA-2015-158792,927,22.2,5,0,4.44,10.434
527,CA-2017-113558,105,683.952,3,0.2,284.98,42.747
528,CA-2017-113558,195,45.696,3,0.2,19.04,5.1408
529,US-2015-138303,1420,36.336,3,0.2,15.14,-7.2672
530,US-2015-138303,1443,666.248,1,0.2,832.81,-149.9058
531,US-2015-138303,857,52.512,6,0.2,10.94,19.692
532,CA-2015-102848,59,190.72,1,0.2,238.4,11.92
533,US-2017-129441,156,47.94,3,0,15.98,2.397
534,CA-2016-168753,1710,979.95,5,0,195.99,274.386
535,CA-2016-168753,742,22.75,5,0,4.55,11.375
536,CA-2016-126613,1336,16.768,2,0.2,10.48,1.4672
537,US-2017-122637,738,42.616,7,0.8,30.44,-68.1856
538,CA-2015-147851,828,10.752,4,0.2,3.36,3.36
539,CA-2015-134894,402,152.94,3,0,50.98,41.2938
540,CA-2015-134894,94,283.92,4,0,70.98,70.98
541,CA-2014-140795,1496,468.9,6,0,78.15,206.316
542,CA-2016-136924,1761,380.864,8,0.2,59.51,38.0864
543,US-2015-120161,1355,646.776,9,0.2,89.83,-145.5246
544,CA-2014-103849,1498,58.112,2,0.2,36.32,7.264
545,CA-2014-103849,1781,100.792,1,0.2,125.99,6.2995
546,CA-2014-103849,163,66.112,4,0.6,41.32,-84.2928
547,CA-2017-162929,655,41.28,6,0.2,8.6,13.932
548,CA-2017-162929,1196,13.36,2,0,6.68,6.4128
549,CA-2015-113173,1307,250.272,9,0.2,34.76,15.642
550,CA-2015-113173,837,11.364,3,0.8,18.94,-17.046
551,CA-2015-113173,1435,8.72,5,0.2,2.18,-1.744
552,CA-2016-136406,81,1121.568,2,0.2,700.98,0
553,CA-2017-112774,246,34.504,1,0.2,43.13,6.0382
554,CA-2017-101945,939,10.824,3,0.2,4.51,2.5707
555,CA-2017-100650,1354,1295.78,2,0,647.89,310.9872
556,CA-2014-155852,587,19.456,4,0.2,6.08,3.4048
557,CA-2016-113243,962,20.7,2,0,10.35,9.936
558,CA-2016-113243,367,1335.68,4,0.2,417.4,-217.048
559,CA-2016-113243,1219,32.4,5,0,6.48,15.552
560,CA-2017-118731,255,42.6,3,0,14.2,16.614
561,CA-2017-118731,640,84.056,7,0.2,15.01,27.3182
562,CA-2014-145576,457,13,5,0.2,3.25,1.3
563,CA-2014-145576,287,13.128,3,0.2,5.47,3.7743
564,CA-2015-130736,934,3.96,2,0,1.98,0
565,CA-2015-130736,956,2.61,1,0,2.61,1.2006
566,CA-2017-137099,1773,374.376,3,0.2,155.99,46.797
567,CA-2017-156951,1271,91.84,8,0,11.48,45.0016
568,CA-2017-156951,681,81.088,7,0.2,14.48,27.3672
569,CA-2017-156951,1267,19.44,3,0,6.48,9.3312
570,CA-2017-156951,136,451.152,3,0.2,187.98,0
571,CA-2017-164826,962,72.45,7,0,10.35,34.776
572,CA-2017-164826,907,13.96,4,0,3.49,6.4216
573,CA-2017-164826,717,33.264,7,0.2,5.94,11.2266
574,CA-2017-164826,1691,14.85,3,0,4.95,4.0095
575,CA-2016-127250,579,8.82,3,0,2.94,2.3814
576,CA-2015-149713,1271,160.72,14,0,11.48,78.7528
577,CA-2015-149713,1102,19.92,4,0,4.98,9.7608
578,CA-2015-149713,1433,7.3,2,0,3.65,2.19
579,CA-2017-118640,1383,69.712,2,0.2,43.57,8.714
580,CA-2017-118640,185,8.792,1,0.6,21.98,-5.7148
581,CA-2015-132906,1452,51.52,4,0,12.88,1.5456
582,CA-2017-145233,1862,470.376,3,0.2,195.99,52.9173
583,CA-2017-145233,1702,105.584,2,0.2,65.99,9.2386
584,CA-2017-145233,386,31.152,3,0.2,12.98,3.5046
585,CA-2017-145233,747,6.783,7,0.7,3.23,-4.7481
586,CA-2017-145233,1716,406.368,4,0.2,126.99,30.4776
587,CA-2015-128139,115,70.98,1,0,70.98,4.9686
588,CA-2015-128139,998,294.93,3,0,98.31,144.5157
589,US-2016-156986,1820,84.784,2,0.2,52.99,-20.1362
590,US-2016-156986,1150,20.736,4,0.2,6.48,7.2576
591,US-2016-156986,741,16.821,3,0.7,18.69,-12.8961
592,US-2016-156986,1253,10.368,2,0.2,6.48,3.6288
593,CA-2014-135405,613,9.344,2,0.2,5.84,1.168
594,CA-2014-135405,1491,31.2,3,0.2,13,9.75
595,CA-2014-131450,469,76.12,2,0,38.06,22.0748
596,CA-2014-131450,1613,1199.976,3,0.2,499.99,434.9913
597,CA-2014-131450,1768,445.96,5,0.2,111.49,55.745
598,CA-2014-131450,207,327.76,8,0,40.97,91.7728
599,CA-2016-120180,1448,11.632,2,0.2,7.27,1.0178
600,US-2016-100720,1722,143.982,3,0.4,79.99,-28.7964
601,US-2016-100720,1825,494.376,4,0.4,205.99,-115.3544
602,US-2016-100720,1433,5.84,2,0.2,3.65,0.73
603,CA-2014-149958,1343,142.776,1,0.2,178.47,17.847
604,CA-2014-149958,195,45.696,3,0.2,19.04,5.1408
605,CA-2014-149958,665,7.218,3,0.7,8.02,-5.5338
606,CA-2014-149958,697,43.188,4,0.7,35.99,-31.6712
607,CA-2014-149958,1154,131.904,3,0.2,54.96,47.8152
608,US-2014-105767,670,3.282,2,0.7,5.47,-2.6256
609,US-2014-105767,514,21.168,9,0.2,2.94,2.3814
610,US-2014-105767,1799,55.188,2,0.4,45.99,-10.1178
611,CA-2016-161816,1797,369.576,3,0.2,153.99,41.5773
612,CA-2016-161816,1004,15.712,4,0.2,4.91,5.6956
613,CA-2016-121223,1089,8.448,2,0.2,5.28,2.64
614,CA-2016-121223,1849,728.946,9,0.4,134.99,-157.9383
615,CA-2017-138611,1680,119.94,10,0.4,19.99,15.992
616,CA-2017-138611,758,3.648,2,0.7,6.08,-2.7968
617,CA-2017-117947,277,40.48,2,0,20.24,15.7872
618,CA-2017-117947,137,9.94,2,0,4.97,3.0814
619,CA-2017-117947,751,107.424,9,0.2,14.92,33.57
620,CA-2017-117947,1774,37.91,1,0,37.91,10.9939
621,CA-2017-117947,157,88.02,3,0,29.34,27.2862
622,US-2014-111171,727,8.69,5,0.8,8.69,-14.773
623,CA-2015-138009,131,301.96,2,0,150.98,87.5684
624,CA-2015-138009,381,555.21,5,0.1,123.38,178.901
625,CA-2015-138009,1333,523.48,4,0,130.87,130.87
626,CA-2015-138009,611,161.82,9,0,17.98,46.9278
627,CA-2017-163020,145,35.56,7,0,5.08,12.0904
628,CA-2017-153787,410,97.16,2,0,48.58,28.1764
629,CA-2017-133431,661,15.24,5,0.2,3.81,5.1435
630,CA-2017-133431,1179,13.23,3,0,4.41,6.0858
631,US-2016-135720,1358,243.384,3,0.2,101.41,-51.7191
632,US-2016-135720,1492,119.8,5,0.2,29.95,29.95
633,US-2016-135720,1755,300.768,4,0.2,93.99,30.0768
634,CA-2017-144694,1543,17.88,3,0.2,7.45,2.4585
635,CA-2017-144694,998,235.944,3,0.2,98.31,85.5297
636,CA-2015-168004,71,392.94,3,0,130.98,43.2234
637,US-2016-123470,719,18.882,3,0.7,20.98,-13.8468
638,US-2016-123470,449,122.328,3,0.2,50.97,12.2328
639,CA-2016-115917,159,1049.2,5,0,209.84,272.792
640,CA-2016-115917,836,15.424,4,0.2,4.82,5.0128
641,CA-2016-147067,164,18.84,3,0,6.28,6.0288
642,CA-2017-167913,1306,330.4,2,0,165.2,85.904
643,CA-2017-167913,982,26.25,7,0,3.75,12.6
644,CA-2017-106103,1570,132.52,4,0,33.13,54.3332
645,US-2017-127719,1139,6.48,1,0,6.48,3.1752
646,CA-2017-126221,426,209.3,2,0,104.65,56.511
647,CA-2016-103947,933,31.56,5,0.2,7.89,9.8625
648,CA-2016-103947,423,30.144,2,0.2,18.84,3.0144
649,CA-2016-160745,204,14.8,4,0,3.7,6.068
650,CA-2016-160745,1805,302.376,3,0.2,125.99,22.6782
651,CA-2016-160745,1490,316,4,0,79,31.6
652,CA-2016-132661,1051,379.4,10,0,37.94,178.318
653,CA-2017-140844,1238,97.82,2,0,48.91,45.9754
654,CA-2017-140844,1487,103.12,8,0,12.89,10.312
655,CA-2016-137239,425,113.552,2,0.2,70.97,8.5164
656,CA-2016-137239,752,3.318,2,0.7,5.53,-2.6544
657,CA-2016-137239,867,134.288,2,0.2,83.93,45.3222
658,US-2016-156097,68,701.372,2,0.3,500.98,-50.098
659,US-2016-156097,833,2.308,2,0.8,5.77,-3.462
660,CA-2015-146563,1343,999.432,7,0.2,178.47,124.929
661,CA-2015-146563,1346,724.08,14,0.2,64.65,-135.765
662,CA-2015-146563,333,918.785,5,0.3,262.51,-118.1295
663,CA-2015-146563,798,2.724,3,0.8,4.54,-4.2222
664,CA-2016-123666,1347,459.95,5,0,91.99,18.398
665,CA-2016-143308,909,10.74,3,0,3.58,5.2626
666,CA-2017-132682,1449,23.76,3,0.2,9.9,2.079
667,CA-2017-132682,1049,85.056,3,0.2,35.44,28.7064
668,CA-2017-132682,1828,381.576,3,0.2,158.99,28.6182
669,CA-2014-156314,248,30.36,5,0.2,7.59,8.7285
670,US-2017-106663,236,23.976,3,0.6,19.98,-14.3856
671,US-2017-106663,322,108.925,1,0.5,217.85,-71.8905
672,US-2017-106663,1169,36.352,8,0.2,5.68,11.36
673,CA-2017-111178,538,19.56,5,0.2,4.89,1.7115
674,CA-2017-130351,466,61.44,3,0,20.48,16.5888
675,CA-2017-130351,1155,38.9,5,0,7.78,17.505
676,CA-2017-130351,1570,99.39,3,0,33.13,40.7499
677,US-2017-119438,392,2.688,3,0.8,4.48,-7.392
678,US-2017-119438,1566,27.816,3,0.2,11.59,4.5201
679,US-2017-119438,262,82.524,3,0.6,68.77,-41.262
680,US-2017-119438,832,182.994,3,0.8,304.99,-320.2395
681,CA-2016-164511,769,14.352,3,0.2,5.98,4.6644
682,CA-2016-164511,1377,64.96,2,0,32.48,2.5984
683,CA-2016-164511,1414,68.6,4,0,17.15,18.522
684,US-2017-168116,1670,7999.98,4,0.5,3999.99,-3839.9904
685,US-2017-168116,426,167.44,2,0.2,104.65,14.651
686,CA-2014-157784,1572,479.97,3,0,159.99,163.1898
687,CA-2014-157784,970,14.62,2,0,7.31,6.8714
688,CA-2014-157784,1039,19.44,3,0,6.48,9.3312
689,CA-2017-161480,40,191.984,2,0.2,119.99,4.7996
690,US-2014-117135,289,104.01,1,0,104.01,14.5614
691,US-2014-117135,1751,284.82,1,0,284.82,74.0532
692,US-2014-117135,1371,36.84,3,0,12.28,10.3152
693,CA-2015-131534,1523,166.24,1,0,166.24,24.936
694,CA-2015-131534,1072,33.4,5,0,6.68,16.032
695,CA-2015-119291,578,198.272,8,0.2,30.98,17.3488
696,CA-2015-119291,976,47.36,4,0.2,14.8,17.76
697,CA-2015-119291,851,200.984,7,0.2,35.89,62.8075
698,CA-2015-119291,991,97.696,4,0.2,30.53,31.7512
699,CA-2015-119291,505,2.696,1,0.2,3.37,0.8088
700,CA-2015-119291,699,18.588,2,0.7,30.98,-13.6312
701,CA-2015-119291,718,4.896,3,0.7,5.44,-3.4272
702,CA-2017-114552,243,15.072,3,0.2,6.28,4.1448
703,CA-2016-163755,257,209.88,3,0,69.96,35.6796
704,CA-2015-142027,348,369.912,3,0.2,154.13,-13.8717
705,CA-2014-138527,1128,10.368,2,0.2,6.48,3.6288
706,CA-2014-138527,408,166.84,5,0.2,41.71,18.7695
707,CA-2014-138527,1531,15.216,1,0.2,19.02,2.2824
708,CA-2014-112158,1567,119.96,4,0,29.99,52.7824
709,CA-2014-112158,29,883.92,5,0.2,220.98,-110.49
710,CA-2014-112158,639,46.72,8,0.2,7.3,15.768
711,CA-2014-113887,1249,55.48,1,0,55.48,26.6304
712,CA-2017-146136,856,24.448,4,0.2,7.64,8.8624
713,US-2017-100048,399,281.34,6,0,46.89,109.7226
714,US-2017-100048,1797,307.98,2,0,153.99,89.3142
715,US-2017-100048,1504,299.97,3,0,99.99,113.9886
716,CA-2014-153150,772,19.92,5,0.2,4.98,6.972
717,CA-2014-130092,137,9.94,2,0,4.97,3.0814
718,CA-2017-108910,218,103.056,3,0.2,42.94,24.4758
719,CA-2014-104472,705,59.808,3,0.2,24.92,19.4376
720,CA-2014-104472,147,73.32,6,0,12.22,21.996
721,CA-2016-112942,1251,146.82,3,0,48.94,73.41
722,CA-2016-142335,319,1652.94,3,0,550.98,231.4116
723,CA-2016-142335,1291,296.37,3,0,98.79,80.0199
724,CA-2014-117429,146,129.92,5,0.2,32.48,21.112
725,CA-2016-114713,1454,45.584,7,0.2,8.14,5.1282
726,CA-2017-144113,855,17.568,2,0.2,10.98,6.3684
727,CA-2017-144113,1758,55.992,1,0.2,69.99,5.5992
728,US-2016-150861,1144,182.72,8,0,22.84,84.0512
729,US-2016-150861,341,400.032,2,0.4,333.36,-153.3456
730,US-2016-150861,1415,33.63,3,0,11.21,10.089
731,US-2016-150861,100,542.646,3,0.1,200.98,102.4998
732,US-2016-150861,963,6.3,2,0,3.15,3.024
733,CA-2017-131954,1316,242.94,3,0,80.98,9.7176
734,CA-2017-131954,1565,179.97,3,0,59.99,86.3856
735,CA-2017-131954,799,99.696,6,0.2,20.77,33.6474
736,CA-2017-131954,768,27.936,4,0.2,8.73,9.4284
737,CA-2017-131954,12,84.98,1,0,84.98,18.6956
738,CA-2017-131954,643,18.72,5,0.2,4.68,6.552
739,CA-2014-132500,1495,49.98,2,0,24.99,8.4966
740,CA-2014-112326,988,11.784,3,0.2,4.91,4.2717
741,CA-2014-112326,1379,272.736,3,0.2,113.64,-64.7748
742,CA-2014-112326,805,3.54,2,0.8,8.85,-5.487
743,US-2016-146710,1452,51.52,5,0.2,12.88,-10.948
744,US-2016-146710,1179,3.528,1,0.2,4.41,1.1466
745,US-2016-146710,1287,4.624,1,0.2,5.78,1.6762
746,US-2016-146710,1450,55.168,4,0.2,17.24,6.2064
747,CA-2014-124429,345,567.12,10,0.2,70.89,-28.356
748,CA-2014-124429,1355,359.32,4,0,89.83,7.1864
749,CA-2016-150889,1679,11.992,1,0.2,14.99,0.8994
750,CA-2017-126074,779,58.05,3,0,19.35,26.703
751,CA-2017-126074,263,157.74,11,0,14.34,56.7864
752,CA-2017-126074,583,56.98,7,0,8.14,22.792
753,CA-2017-126074,659,2.88,1,0,2.88,1.4112
754,CA-2016-110499,1609,1199.976,3,0.2,499.99,374.9925
755,CA-2015-135272,236,79.92,4,0,19.98,28.7712
756,CA-2016-140928,326,383.438,4,0.45,174.29,-167.3184
757,CA-2014-106803,1371,24.56,2,0,12.28,6.8768
758,CA-2014-106803,1492,119.8,4,0,29.95,47.92
759,CA-2017-117240,670,13.128,3,0.2,5.47,4.2666
760,CA-2017-133333,1169,22.72,4,0,5.68,10.224
761,CA-2015-112319,1219,58.32,9,0,6.48,27.9936
762,CA-2017-126046,1007,12.39,3,0,4.13,5.6994
763,CA-2015-114923,1824,107.982,3,0.4,59.99,-26.9955
764,CA-2014-162775,866,11.36,2,0,5.68,5.3392
765,CA-2014-162775,862,50.94,3,0,16.98,25.47
766,CA-2014-162775,1554,646.74,6,0,107.79,258.696
767,CA-2014-162775,811,5.64,3,0,1.88,2.7072
768,CA-2014-162775,1290,572.58,6,0,95.43,34.3548
769,CA-2014-106810,297,310.88,2,0.2,194.3,23.316
770,CA-2016-157245,109,641.96,2,0,320.98,179.7488
771,CA-2017-104220,675,18.28,2,0,9.14,9.14
772,CA-2017-104220,1848,207,3,0,69,51.75
773,CA-2017-104220,650,32.35,5,0,6.47,16.175
774,CA-2017-104220,795,7.71,1,0,7.71,3.4695
775,CA-2017-104220,625,40.3,2,0,20.15,10.881
776,CA-2017-104220,232,34.58,7,0,4.94,14.5236
777,CA-2014-165974,580,32.76,7,0.2,5.85,3.6855
778,CA-2015-144267,90,544.008,3,0.2,226.67,40.8006
779,CA-2015-144267,1025,59.94,3,0,19.98,28.1718
780,CA-2015-144267,1141,23.92,4,0,5.98,11.7208
781,CA-2015-144267,1227,4.28,1,0,4.28,1.926
782,US-2015-157014,680,32.07,5,0.7,21.38,-22.449
783,US-2015-157014,1521,24,2,0.2,15,-2.7
784,US-2015-157014,44,35.49,1,0.5,70.98,-15.6156
785,US-2015-157014,1460,47.984,2,0.2,29.99,0.5998
786,CA-2015-154921,847,186.69,3,0,62.23,87.7443
787,CA-2017-129567,637,17.456,2,0.2,10.91,5.8914
788,CA-2015-154620,128,348.928,2,0.2,218.08,34.8928
789,CA-2015-115938,697,143.96,4,0,35.99,69.1008
790,CA-2015-115938,1335,15.42,1,0,15.42,4.1634
791,CA-2015-115938,684,43.04,8,0,5.38,21.0896
792,CA-2015-115938,102,332.94,3,0,110.98,79.9056
793,CA-2016-105256,1729,1363.96,5,0.2,340.99,85.2475
794,CA-2014-156433,966,9.96,2,0,4.98,4.5816
795,CA-2014-156433,1229,21.72,4,0,5.43,10.6428
796,CA-2017-151428,659,20.16,7,0,2.88,9.8784
797,CA-2015-124653,1028,132.79,7,0,18.97,63.7392
798,CA-2015-124653,1168,12.96,2,0,6.48,6.2208
799,CA-2015-124653,975,21.56,7,0,3.08,10.3488
800,CA-2015-101910,94,283.92,5,0.2,70.98,17.745
801,CA-2017-105809,290,22.23,1,0,22.23,7.3359
802,CA-2017-105809,1734,215.968,2,0.2,134.98,18.8972
803,CA-2016-136133,388,355.32,9,0,39.48,99.4896
804,CA-2016-115504,1242,12.96,2,0,6.48,6.2208
805,CA-2017-135783,169,18.28,2,0,9.14,6.2152
806,CA-2014-134313,533,43.176,3,0.2,17.99,4.3176
807,CA-2014-134313,1741,1983.968,4,0.2,619.99,247.996
808,CA-2015-140921,255,28.4,2,0,14.2,11.076
809,CA-2015-140921,1600,149.97,3,0,49.99,50.9898
810,CA-2014-151995,574,11.52,4,0,2.88,3.2256
811,CA-2014-151995,350,1298.55,5,0,259.71,311.652
812,CA-2014-151995,382,213.92,4,0,53.48,62.0368
813,CA-2014-151995,1487,25.78,2,0,12.89,2.578
814,CA-2017-143686,169,18.28,2,0,9.14,6.2152
815,CA-2017-143686,1509,1399.93,7,0,199.99,601.9699
816,CA-2015-106565,1018,51.84,8,0,6.48,24.8832
817,CA-2016-149370,1225,5.344,1,0.2,6.68,1.8704
818,CA-2014-140858,1039,41.472,8,0.2,6.48,14.5152
819,CA-2014-140858,764,3.168,3,0.7,3.52,-2.4288
820,CA-2014-140858,70,1228.465,5,0.3,350.99,0
821,CA-2014-140858,814,31.086,3,0.7,34.54,-22.7964
822,CA-2014-140858,1217,335.52,4,0.2,104.85,117.432
823,CA-2017-101434,1532,239.97,3,0,79.99,71.991
824,CA-2017-101434,988,9.82,2,0,4.91,4.8118
825,US-2014-102071,1561,67.8,4,0,16.95,4.068
826,US-2014-102071,1461,167.97,3,0,55.99,40.3128
827,CA-2017-126956,922,35,7,0,5,16.8
828,CA-2017-126956,1423,37.24,4,0,9.31,10.7996
829,CA-2017-126956,896,15.28,2,0,7.64,7.4872
830,CA-2017-129462,60,301.96,2,0,150.98,90.588
831,CA-2017-129462,456,180.66,3,0,60.22,50.5848
832,CA-2017-129462,1732,191.98,2,0,95.99,51.8346
833,CA-2017-129462,1754,65.99,1,0,65.99,17.1574
834,CA-2016-165316,565,35.216,2,0.2,22.01,2.6412
835,CA-2016-165316,446,23.696,2,0.2,14.81,6.5164
836,CA-2016-165316,1668,265.475,1,0.5,530.95,-111.4995
837,US-2014-115987,676,51.184,4,0.8,63.98,-79.3352
838,US-2017-156083,1110,9.664,2,0.2,6.04,3.2616
839,US-2016-137547,1767,21.072,3,0.2,8.78,1.5804
840,CA-2015-100454,625,60.45,3,0,20.15,16.3215
841,CA-2015-100454,556,11.52,4,0,2.88,3.3408
842,CA-2015-100454,8,186.048,4,0.2,58.14,9.3024
843,CA-2016-161669,690,37.44,4,0.2,11.7,11.7
844,CA-2016-161669,704,26.976,4,0.2,8.43,8.7672
845,CA-2016-161669,1438,11.36,2,0,5.68,3.2944
846,CA-2016-161669,1001,14.62,2,0,7.31,6.8714
847,CA-2015-114300,1731,83.72,7,0,11.96,23.4416
848,CA-2015-114300,78,287.94,3,0,95.98,77.7438
849,CA-2017-107503,278,48.896,4,0.2,15.28,8.5568
850,CA-2014-107755,1476,115.36,7,0,16.48,49.6048
851,CA-2016-152534,551,5.16,2,0,2.58,1.3416
852,CA-2016-152534,1136,38.88,6,0,6.48,18.6624
853,CA-2016-113747,578,185.88,6,0,30.98,50.1876
854,CA-2016-123274,290,44.46,2,0,22.23,14.6718
855,CA-2016-123274,1316,242.94,3,0,80.98,9.7176
856,CA-2014-125612,1083,39.96,2,0,19.98,18.7812
857,CA-2014-125612,1440,102.3,10,0,10.23,26.598
858,CA-2014-125612,1387,21.36,2,0,10.68,5.7672
859,CA-2017-161984,1272,7.61,1,0,7.61,3.5767
860,CA-2017-161984,910,7.16,2,0,3.58,3.58
861,CA-2014-133851,1432,7.36,2,0,3.68,0.1472
862,CA-2014-133851,596,23.1,2,0,11.55,10.626
863,CA-2016-134474,1506,191.472,6,0.2,39.89,40.6878
864,CA-2016-134474,606,5.248,2,0.2,3.28,0.5904
865,CA-2016-134474,1796,59.184,2,0.2,36.99,5.1786
866,CA-2014-149020,1003,2.89,1,0,2.89,1.3583
867,CA-2014-149020,171,51.94,1,0,51.94,21.2954
868,CA-2016-134362,1013,15.936,4,0.2,4.98,5.1792
869,CA-2014-136742,791,44.91,6,0.7,24.95,-35.928
870,CA-2016-158099,658,1141.47,5,0.7,760.98,-760.98
871,CA-2016-158099,1773,280.782,3,0.4,155.99,-46.797
872,CA-2015-131128,1222,34.44,3,0,11.48,17.22
873,CA-2014-148488,1268,11.36,2,0,5.68,5.2256
874,CA-2014-148488,652,106.344,7,0.2,18.99,37.2204
875,CA-2017-114636,1127,192.16,5,0.2,48.04,67.256
876,CA-2016-116736,285,322.59,3,0,107.53,64.518
877,CA-2016-116736,1567,29.99,1,0,29.99,13.1956
878,CA-2016-116736,1518,371.97,3,0,123.99,66.9546
879,US-2014-158638,789,5.892,4,0.7,4.91,-4.1244
880,CA-2017-111689,800,68.472,3,0.2,28.53,23.1093
881,CA-2017-111689,122,1242.9,5,0.1,276.2,262.39
882,CA-2015-129098,1335,30.84,2,0,15.42,8.3268
883,US-2017-123463,505,13.48,4,0,3.37,5.9312
884,CA-2016-165148,164,31.4,5,0,6.28,10.048
885,CA-2014-134061,182,17.46,2,0,8.73,5.9364
886,CA-2015-143602,724,13.944,3,0.2,5.81,4.5318
887,CA-2017-115364,1373,83.76,12,0,6.98,1.6752
888,CA-2017-150707,678,37.66,7,0,5.38,18.4534
889,CA-2014-104976,1235,34.68,6,0,5.78,16.9932
890,CA-2017-132934,1482,149.95,5,0,29.99,14.995
891,CA-2017-132934,680,51.312,3,0.2,21.38,18.6006
